Date,Number_of_game,Day_of_week,Visiting_team,Visiting_team_league,Visiting_team_game_number,Home_team,Home_team_league,Home_team_game_number,Visiting_team_score,Home_team_score,Length_of_game_in_outs,Day_night,Completion_information,Forfeit_information,Protest_information,Park_ID,Attendance,Time_of_game_in_minutes,Visiting_line_scores,Home_line_scores
5/2/15,0,Sat,CIN,NL,24,ATL,NL,24,8,4,54,N,,,,ATL02,29515,154,000221102,000020101
5/2/15,0,Sat,MIL,NL,24,CHN,NL,22,6,1,54,D,,,,CHI11,34878,185,220000101,000001000
5/2/15,0,Sat,ARI,NL,23,LAN,NL,23,4,6,51,N,,,,LOS03,43617,194,210100000,20100021x
5/2/15,0,Sat,PHI,NL,25,MIA,NL,24,0,7,51,D,,,,MIA02,33348,158,000000000,03110110x
5/2/15,0,Sat,WAS,NL,25,NYN,NL,25,1,0,54,N,,,,NYC20,39730,151,010000000,000000000
5/2/15,0,Sat,COL,NL,23,SDN,NL,25,2,4,51,N,,,,SAN02,28058,177,011000000,10002100x
5/2/15,0,Sat,ANA,AL,24,SFN,NL,24,4,5,51,D,,,,SFO03,41287,156,000100102,02011010x
5/2/15,0,Sat,PIT,NL,24,SLN,NL,23,1,2,65,D,,,,STL10,45095,207,00100000000,00000100001
5/3/15,0,Sun,TBA,AL,25,BAL,AL,23,2,4,51,D,,,,STP01,16652,164,010010000,00000130x
5/3/15,0,Sun,NYA,AL,25,BOS,AL,25,8,5,54,N,,,,BOS07,33198,232,203003000,000005000
5/3/15,0,Sun,TOR,AL,26,CLE,AL,24,7,10,51,D,,,,CLE08,16128,186,000600001,00116200x
5/3/15,0,Sun,SEA,AL,25,HOU,AL,25,6,7,51,D,,,,HOU03,25283,170,001001400,30210001x
5/3/15,0,Sun,DET,AL,26,KCA,AL,25,6,4,54,D,,,,KAN06,38326,158,010320000,000000220
5/3/15,0,Sun,CHA,AL,22,MIN,AL,25,3,13,51,D,,,,MIN04,22423,200,000200010,00740200x
5/3/15,0,Sun,OAK,AL,26,TEX,AL,24,7,1,54,D,,,,ARL02,36006,201,000011302,000000001
5/3/15,0,Sun,CIN,NL,25,ATL,NL,25,0,5,51,D,,,,ATL02,30073,151,000000000,30100100x
5/3/15,0,Sun,MIL,NL,25,CHN,NL,23,5,3,54,D,,,,CHI11,33398,181,011100020,010020000
5/3/15,0,Sun,ARI,NL,24,LAN,NL,24,0,1,75,D,,,,LOS03,48136,242,0000000000000,0000000000001
5/3/15,0,Sun,PHI,NL,26,MIA,NL,25,6,2,54,D,,,,MIA02,20461,165,000012210,100010000
5/3/15,0,Sun,WAS,NL,26,NYN,NL,26,1,0,54,D,,,,NYC20,41048,175,100000000,000000000
5/3/15,0,Sun,COL,NL,24,SDN,NL,26,6,8,51,D,,,,SAN02,34197,192,100220001,20031200x
5/3/15,0,Sun,ANA,AL,25,SFN,NL,25,0,5,51,D,,,,SFO03,41516,136,000000000,20102000x
5/3/15,0,Sun,PIT,NL,25,SLN,NL,24,2,3,82,D,,,,STL10,44382,268,00000000100100,00010000000101
5/4/15,0,Mon,SEA,AL,26,ANA,AL,26,3,2,54,N,,,,ANA01,25024,156,000000210,000000101
5/4/15,0,Mon,TBA,AL,26,BOS,AL,26,5,1,54,N,,,,BOS07,34541,190,220000100,010000000
5/4/15,0,Mon,TEX,AL,25,HOU,AL,26,2,1,54,N,,,,HOU03,17597,156,000000011,100000000
5/4/15,0,Mon,OAK,AL,27,MIN,AL,26,7,8,51,N,,,,MIN04,20605,190,400001011,04000400x
5/4/15,0,Mon,NYA,AL,26,TOR,AL,27,1,3,51,N,,,,TOR02,19217,138,000000100,00000003x
5/4/15,0,Mon,PHI,NL,27,ATL,NL,26,5,2,54,N,,,,ATL02,17293,188,300000101,000001001
5/4/15,0,Mon,LAN,NL,25,MIL,NL,26,3,4,51,N,,,,MIL06,23374,171,100200000,00000103x
5/4/15,0,Mon,SDN,NL,27,SFN,NL,26,0,2,51,N,,,,SFO03,41278,152,000000000,00200000x
5/4/15,0,Mon,CHN,NL,24,SLN,NL,25,9,10,51,N,,,,STL10,41981,219,510101001,40000240x
5/4/15,0,Mon,MIA,NL,26,WAS,NL,27,4,6,51,N,,,,WAS11,24731,162,100000120,10000014x
5/5/15,0,Tue,SEA,AL,27,ANA,AL,27,4,5,51,N,,,,ANA01,33394,157,010000030,200000021
5/5/15,0,Tue,TBA,AL,27,BOS,AL,27,0,2,51,N,,,,BOS07,33688,146,000000000,00000101x
5/5/15,0,Tue,DET,AL,27,CHA,AL,23,2,5,51,N,,,,CHI12,16351,157,110000000,10400000x
5/5/15,0,Tue,TEX,AL,26,HOU,AL,27,7,1,54,N,,,,HOU03,20951,161,402010000,100000000
5/5/15,0,Tue,CLE,AL,25,KCA,AL,26,3,5,51,N,,,,KAN06,29099,146,200000010,30001001x
5/5/15,0,Tue,OAK,AL,28,MIN,AL,27,2,1,54,N,,,,MIN04,18135,163,100001000,000000010
5/5/15,0,Tue,NYA,AL,27,TOR,AL,28,6,3,54,N,,,,TOR02,21519,174,210020010,000000003
5/5/15,0,Tue,PHI,NL,28,ATL,NL,27,0,9,51,N,,,,ATL02,14451,143,000000000,20040030x
5/5/15,0,Tue,LAN,NL,26,MIL,NL,27,8,2,54,N,,,,MIL06,23356,192,000003401,010000001
5/5/15,0,Tue,BAL,AL,24,NYN,NL,27,2,3,51,N,,,,NYC20,20534,139,000000011,00030000x
5/5/15,0,Tue,CIN,NL,26,PIT,NL,26,7,1,54,N,,,,PIT08,16822,170,022000003,010000000
5/5/15,0,Tue,SDN,NL,28,SFN,NL,27,0,6,51,N,,,,SFO03,41358,145,000000000,02301000x
5/5/15,0,Tue,CHN,NL,25,SLN,NL,26,4,7,51,N,,,,STL10,41613,193,001030000,01003210x
5/5/15,0,Tue,MIA,NL,27,WAS,NL,28,2,1,54,N,,,,WAS11,25332,187,020000000,010000000
5/6/15,0,Wed,SEA,AL,28,ANA,AL,28,3,4,52,N,,,,ANA01,25160,155,000200001,003000001
5/6/15,0,Wed,TBA,AL,28,BOS,AL,28,5,3,54,N,,,,BOS07,35060,202,001120001,002000010
5/6/15,0,Wed,DET,AL,28,CHA,AL,24,6,7,51,N,,,,CHI12,18268,221,102011010,01110004x
5/6/15,0,Wed,TEX,AL,27,HOU,AL,28,11,3,54,N,,,,HOU03,22230,152,042040100,000000012
5/6/15,0,Wed,CLE,AL,26,KCA,AL,27,10,3,54,N,,,,KAN06,23316,184,130100401,000201000
5/6/15,0,Wed,OAK,AL,29,MIN,AL,28,0,13,51,N,,,,MIN04,18866,176,000000000,00400243x
5/6/15,0,Wed,NYA,AL,28,TOR,AL,29,1,5,51,N,,,,TOR02,21312,150,100000000,02010101x
5/6/15,0,Wed,PHI,NL,29,ATL,NL,28,5,7,51,N,,,,ATL02,17772,187,001003001,10014100x
5/6/15,1,Wed,ARI,NL,25,COL,NL,25,13,7,54,D,,,,DEN02,0,209,031502011,000020131
5/6/15,2,Wed,ARI,NL,26,COL,NL,26,5,1,54,N,,,,DEN02,22621,151,000130010,000100000
5/6/15,0,Wed,LAN,NL,27,MIL,NL,28,3,6,51,N,,,,MIL06,22708,167,000110010,50001000x
5/6/15,0,Wed,BAL,AL,25,NYN,NL,28,1,5,51,N,,,,NYC20,21667,172,000010000,01110200x
5/6/15,0,Wed,CIN,NL,27,PIT,NL,27,3,0,54,N,,,,PIT08,16527,155,000210000,000000000
5/6/15,0,Wed,SDN,NL,29,SFN,NL,28,9,1,54,D,,,,SFO03,41060,179,005000130,001000000
5/6/15,0,Wed,CHN,NL,26,SLN,NL,27,6,5,54,N,,,,STL10,42207,176,201020010,010102010
5/6/15,0,Wed,MIA,NL,28,WAS,NL,29,5,7,51,D,,,,WAS11,31417,160,020000030,01301020x
5/7/15,0,Thu,HOU,AL,29,ANA,AL,29,3,2,54,N,,,,ANA01,25097,177,000000003,100000010
5/7/15,0,Thu,DET,AL,29,CHA,AL,25,4,1,54,D,,,,CHI12,20081,173,100010020,000100000
5/7/15,0,Thu,CLE,AL,27,KCA,AL,28,4,7,51,D,,,,KAN06,38271,193,012000100,40001020x
5/7/15,0,Thu,OAK,AL,30,MIN,AL,29,5,6,51,D,,,,MIN04,22379,177,022001000,03012000x
5/7/15,0,Thu,BAL,AL,26,NYA,AL,29,3,4,51,N,,,,NYC21,39816,171,101010000,20101000x
5/7/15,0,Thu,TEX,AL,28,TBA,AL,29,5,4,54,N,,,,STP01,8701,167,040100000,000030010
5/7/15,0,Thu,SDN,NL,30,ARI,NL,27,0,11,51,N,,,,PHO01,16929,172,000000000,40202201x
5/7/15,0,Thu,LAN,NL,28,MIL,NL,29,14,4,54,D,,,,MIL06,28505,196,012004034,100200010
5/7/15,0,Thu,CIN,NL,28,PIT,NL,28,2,7,51,N,,,,PIT08,27302,176,000101000,10002031x
5/7/15,0,Thu,MIA,NL,29,SFN,NL,29,7,2,54,N,,,,SFO03,41367,151,030010201,000000200
5/7/15,0,Thu,CHN,NL,27,SLN,NL,28,1,5,51,D,,,,STL10,44472,173,000000100,02020100x
5/8/15,0,Fri,HOU,AL,30,ANA,AL,30,0,2,51,N,,,,ANA01,40006,129,000000000,00002000x
5/8/15,0,Fri,MIN,AL,30,CLE,AL,28,9,3,54,N,,,,CLE08,19102,167,110114001,002000010
5/8/15,0,Fri,KCA,AL,29,DET,AL,30,5,6,51,N,,,,DET05,39434,198,000400100,040000101
5/8/15,0,Fri,BAL,AL,27,NYA,AL,30,4,5,51,N,,,,NYC21,38731,185,000022000,30200000x
5/8/15,0,Fri,OAK,AL,31,SEA,AL,29,3,4,63,N,,,,SEA03,25187,214,00102000000,01000020001
5/8/15,0,Fri,TEX,AL,29,TBA,AL,30,2,8,51,N,,,,STP01,11704,175,000000020,01000403x
5/8/15,0,Fri,BOS,AL,29,TOR,AL,30,0,7,51,N,,,,TOR02,30430,161,000000000,11000203x
5/8/15,0,Fri,SDN,NL,31,ARI,NL,28,6,5,54,N,,,,PHO01,28677,206,011120100,020012000
5/8/15,0,Fri,LAN,NL,29,COL,NL,27,2,1,31,N,,,,DEN02,32974,101,200000,00010x
5/8/15,0,Fri,CHN,NL,28,MIL,NL,30,7,6,54,N,,,,MIL06,38283,183,100300012,100001013
5/8/15,0,Fri,NYN,NL,29,PHI,NL,30,1,3,51,N,,,,PHI13,32734,147,000100000,10011000x
5/8/15,0,Fri,SLN,NL,29,PIT,NL,29,8,5,54,N,,,,PIT08,33507,178,013000400,101001110
5/8/15,0,Fri,MIA,NL,30,SFN,NL,30,0,6,51,N,,,,SFO03,41413,167,000000000,04001010x
5/8/15,0,Fri,ATL,NL,29,WAS,NL,30,2,9,51,N,,,,WAS11,31288,141,101000000,00010215x
5/9/15,0,Sat,HOU,AL,31,ANA,AL,31,6,5,54,N,,,,ANA01,40210,162,123000000,200110001
5/9/15,1,Sat,CIN,NL,29,CHA,AL,26,10,4,54,D,,,,CHI12,0,213,000002107,000000103
5/9/15,2,Sat,CIN,NL,30,CHA,AL,27,2,8,51,N,,,,CHI12,27980,173,002000000,02010230x
5/9/15,0,Sat,MIN,AL,31,CLE,AL,29,7,4,54,D,,,,CLE08,16199,182,103021000,000001300
5/9/15,0,Sat,KCA,AL,30,DET,AL,31,6,2,54,D,,,,DET05,41456,160,221100000,010001000
5/9/15,0,Sat,BAL,AL,28,NYA,AL,31,6,2,54,D,,,,NYC21,41280,175,001310100,000010010
5/9/15,0,Sat,OAK,AL,32,SEA,AL,30,2,7,51,N,,,,SEA03,37441,216,000010010,21002101x
5/9/15,0,Sat,TEX,AL,30,TBA,AL,31,2,7,51,N,,,,STP01,20943,198,000200000,30003001x
5/9/15,0,Sat,BOS,AL,30,TOR,AL,31,1,7,51,D,,,,TOR02,42917,192,000010000,11030110x
5/9/15,0,Sat,SDN,NL,32,ARI,NL,29,6,4,72,N,,,,PHO01,27340,257,100000021002,000110002000
5/9/15,0,Sat,CHN,NL,29,MIL,NL,31,4,12,51,N,,,,MIL06,39600,183,003100000,02315100x
5/9/15,0,Sat,NYN,NL,30,PHI,NL,31,3,2,54,N,,,,PHI13,29373,164,000010200,000002000
5/9/15,0,Sat,SLN,NL,30,PIT,NL,30,5,7,51,N,,,,PIT08,38068,154,000500000,03001300x
5/9/15,0,Sat,MIA,NL,31,SFN,NL,31,6,2,54,N,,,,SFO03,42285,204,000300030,000010001
5/9/15,0,Sat,ATL,NL,30,WAS,NL,31,6,8,52,D,,,,WAS11,39193,192,000010230,030030002
5/10/15,0,Sun,HOU,AL,32,ANA,AL,32,1,3,51,D,,,,ANA01,30929,160,000000100,00003000x
5/10/15,0,Sun,CIN,NL,31,CHA,AL,28,3,4,53,D,,,,CHI12,20123,190,000100002,010000111
5/10/15,0,Sun,MIN,AL,32,CLE,AL,30,2,8,51,D,,,,CLE08,13769,157,100000001,10052000x
5/10/15,0,Sun,KCA,AL,31,DET,AL,32,2,1,60,N,,,,DET05,29852,203,0100000001,0010000000
5/10/15,0,Sun,BAL,AL,29,NYA,AL,32,2,6,51,D,,,,NYC21,39059,183,010000010,00041010x
5/10/15,0,Sun,OAK,AL,33,SEA,AL,31,3,4,51,D,,,,SEA03,42831,156,001001001,00031000x
5/10/15,0,Sun,TEX,AL,31,TBA,AL,32,2,1,54,D,,,,STP01,14521,186,000100010,000001000
5/10/15,0,Sun,BOS,AL,31,TOR,AL,32,6,3,54,D,,,,TOR02,42419,158,400020000,000110100
5/10/15,0,Sun,SDN,NL,33,ARI,NL,30,1,2,51,D,,,,PHO01,24881,167,000001000,01100000x
5/10/15,0,Sun,LAN,NL,30,COL,NL,28,9,5,54,D,,,,DEN02,30710,216,010130040,000500000
5/10/15,0,Sun,CHN,NL,30,MIL,NL,32,2,3,64,D,,,,MIL06,41467,206,00000101000,00000020001
5/10/15,0,Sun,NYN,NL,31,PHI,NL,32,7,4,54,D,,,,PHI13,27935,177,000122020,001100200
5/10/15,0,Sun,SLN,NL,31,PIT,NL,31,3,4,51,D,,,,PIT08,34036,158,000002100,10010110x
5/10/15,0,Sun,MIA,NL,32,SFN,NL,32,2,3,53,D,,,,SFO03,41889,182,000100010,000001002
5/10/15,0,Sun,ATL,NL,31,WAS,NL,32,4,5,51,D,,,,WAS11,31938,171,021000100,30000002x
5/11/15,0,Mon,TOR,AL,33,BAL,AL,30,2,5,51,N,,,,BAL12,20468,163,000010100,30000110x
5/11/15,0,Mon,BOS,AL,32,OAK,AL,34,5,4,66,N,,,,OAK01,19743,237,00011020001,00111010000
5/11/15,0,Mon,NYA,AL,33,TBA,AL,33,11,5,54,N,,,,STP01,10619,168,100313102,100000310
5/11/15,0,Mon,KCA,AL,32,TEX,AL,32,2,8,51,N,,,,ARL02,21206,173,000100010,04020011x
5/11/15,0,Mon,WAS,NL,33,ARI,NL,31,11,1,54,N,,,,PHO01,16406,162,460010000,000001000
5/11/15,0,Mon,NYN,NL,32,CHN,NL,31,3,4,51,N,,,,CHI11,32980,176,000102000,30010000x
5/11/15,0,Mon,ATL,NL,32,CIN,NL,32,2,1,54,N,,,,CIN09,19881,174,000100001,010000000
5/11/15,0,Mon,MIA,NL,33,LAN,NL,31,3,5,52,N,,,,LOS03,44941,182,000000102,000100103
5/11/15,0,Mon,CHA,AL,29,MIL,NL,33,7,10,51,N,,,,MIL06,29886,189,000020320,32011003x
5/11/15,0,Mon,PIT,NL,32,PHI,NL,33,4,3,54,N,,,,PHI13,21358,175,003000100,100001001
5/12/15,0,Tue,COL,NL,29,ANA,AL,33,2,5,51,N,,,,ANA01,28150,164,001100000,00020003x
5/12/15,0,Tue,TOR,AL,34,BAL,AL,31,10,2,54,N,,,,BAL12,17319,157,000101440,002000000
5/12/15,0,Tue,SLN,NL,32,CLE,AL,31,8,3,54,N,,,,CLE08,12615,211,020010140,000000300
5/12/15,0,Tue,MIN,AL,33,DET,AL,33,1,2,58,N,,,,DET05,26177,176,0000000100,0001000001
5/12/15,0,Tue,SFN,NL,33,HOU,AL,33,8,1,54,N,,,,HOU03,20468,159,030050000,010000000
5/12/15,0,Tue,BOS,AL,33,OAK,AL,35,2,9,51,N,,,,OAK01,24605,152,000001100,31310001x
5/12/15,0,Tue,SDN,NL,34,SEA,AL,32,4,11,51,N,,,,SEA03,16148,197,000000301,40100231x
5/12/15,0,Tue,NYA,AL,34,TBA,AL,34,2,4,51,N,,,,STP01,10417,153,200000000,00000022x
5/12/15,0,Tue,KCA,AL,33,TEX,AL,33,7,6,60,N,,,,ARL02,23659,214,0100031011,1010111010
5/12/15,0,Tue,WAS,NL,34,ARI,NL,32,6,14,51,N,,,,PHO01,19053,179,001102002,20152400x
5/12/15,0,Tue,NYN,NL,33,CHN,NL,32,1,6,51,N,,,,CHI11,31542,175,000000010,00000411x
5/12/15,0,Tue,ATL,NL,33,CIN,NL,33,3,4,52,N,,,,CIN09,23780,166,002100000,200000101
5/12/15,0,Tue,MIA,NL,34,LAN,NL,32,1,11,51,N,,,,LOS03,49628,183,100000000,00114500x
5/12/15,0,Tue,CHA,AL,30,MIL,NL,34,4,2,54,N,,,,MIL06,26935,165,000020011,100010000
5/12/15,0,Tue,PIT,NL,33,PHI,NL,34,7,2,54,N,,,,PHI13,20393,169,000300400,000002000
5/13/15,0,Wed,COL,NL,30,ANA,AL,34,1,2,64,N,,,,ANA01,30129,198,00010000000,00000010001
5/13/15,0,Wed,TOR,AL,35,BAL,AL,32,1,6,51,N,,,,BAL12,24654,159,000000010,05000001x
5/13/15,0,Wed,SLN,NL,33,CLE,AL,32,0,2,51,N,,,,CLE08,12313,167,000000000,20000000x
5/13/15,0,Wed,MIN,AL,34,DET,AL,34,6,2,54,N,,,,DET05,27163,187,105000000,000002000
5/13/15,0,Wed,SFN,NL,34,HOU,AL,34,3,4,51,N,,,,HOU03,20725,190,100020000,00011101x
5/13/15,0,Wed,BOS,AL,34,OAK,AL,36,2,0,54,D,,,,OAK01,22389,153,010000010,000000000
5/13/15,0,Wed,SDN,NL,35,SEA,AL,33,4,2,54,N,,,,SEA03,14547,179,002000110,000010001
5/13/15,0,Wed,NYA,AL,35,TBA,AL,35,2,3,51,N,,,,STP01,11924,161,200000000,12000000x
5/13/15,0,Wed,KCA,AL,34,TEX,AL,34,2,5,51,N,,,,ARL02,26258,135,000000200,22010000x
5/13/15,0,Wed,WAS,NL,35,ARI,NL,33,9,6,54,D,,,,PHO01,19026,218,003002004,013010010
5/13/15,0,Wed,NYN,NL,34,CHN,NL,33,1,2,52,N,,,,CHI11,33709,157,000001000,000000011
5/13/15,0,Wed,ATL,NL,34,CIN,NL,34,1,5,51,N,,,,CIN09,17747,126,000000010,11201000x
5/13/15,0,Wed,MIA,NL,35,LAN,NL,33,5,4,54,D,,,,LOS03,38316,204,001100300,000130000
5/13/15,0,Wed,CHA,AL,31,MIL,NL,35,4,2,54,N,,,,MIL06,29679,187,300000100,000000011
5/13/15,0,Wed,PIT,NL,34,PHI,NL,35,2,3,51,N,,,,PHI13,29576,157,000020000,00003000x
5/14/15,0,Thu,SLN,NL,34,CLE,AL,33,2,1,54,D,,,,CLE08,15865,192,000000020,000001000
5/14/15,0,Thu,MIN,AL,35,DET,AL,35,1,13,51,D,,,,DET05,31785,183,000100000,30101332x
5/14/15,0,Thu,TOR,AL,36,HOU,AL,35,4,6,51,N,,,,HOU03,15777,168,201000100,10000140x
5/14/15,0,Thu,BOS,AL,35,SEA,AL,34,2,1,54,N,,,,SEA03,20172,173,000100001,000001000
5/14/15,0,Thu,NYA,AL,36,TBA,AL,36,1,6,51,N,,,,STP01,11977,165,000000001,13010010x
5/14/15,0,Thu,KCA,AL,35,TEX,AL,35,6,3,54,D,,,,ARL02,33818,191,100203000,000020100
5/14/15,0,Thu,NYN,NL,35,CHN,NL,34,5,6,51,D,,,,CHI11,31496,169,010220000,00014010x
5/14/15,0,Thu,SFN,NL,35,CIN,NL,35,3,4,51,N,,,,CIN09,21792,178,101000010,00012001x
5/14/15,0,Thu,COL,NL,31,LAN,NL,34,5,4,54,N,,,,LOS03,42650,191,010001003,210010000
5/14/15,0,Thu,PIT,NL,35,PHI,NL,36,2,4,51,D,,,,PHI13,29205,160,000000002,20101000x
5/14/15,0,Thu,WAS,NL,36,SDN,NL,36,3,8,51,N,,,,SAN02,22710,164,000110010,34010000x
5/15/15,0,Fri,ANA,AL,35,BAL,AL,33,3,1,54,N,,,,BAL12,35470,143,110000001,000000010
5/15/15,0,Fri,TOR,AL,37,HOU,AL,36,4,8,51,N,,,,HOU03,21653,149,001003000,03130010x
5/15/15,0,Fri,NYA,AL,37,KCA,AL,36,1,12,51,N,,,,KAN06,34584,192,000100000,10100640x
5/15/15,0,Fri,TBA,AL,37,MIN,AL,36,2,3,51,N,,,,MIN04,24018,149,010010000,00100020x
5/15/15,0,Fri,CHA,AL,32,OAK,AL,37,7,6,54,N,,,,OAK01,21464,214,200000500,000411000
5/15/15,0,Fri,BOS,AL,36,SEA,AL,35,1,2,53,N,,,,SEA03,39477,152,010000000,000001001
5/15/15,0,Fri,CLE,AL,34,TEX,AL,36,8,3,54,N,,,,ARL02,29524,197,200123000,300000000
5/15/15,0,Fri,PIT,NL,36,CHN,NL,35,10,11,70,D,,,,CHI11,33617,301,000104041000,003221200001
5/15/15,0,Fri,SFN,NL,36,CIN,NL,36,10,2,54,N,,,,CIN09,39867,173,303000310,100010000
5/15/15,0,Fri,COL,NL,32,LAN,NL,35,4,6,51,N,,,,LOS03,46662,214,000000400,10311000x
5/15/15,0,Fri,ATL,NL,35,MIA,NL,36,5,3,54,N,,,,MIA02,18334,190,020100020,101000100
5/15/15,0,Fri,MIL,NL,36,NYN,NL,36,7,0,54,N,,,,NYC20,27554,138,014010010,000000000
5/15/15,0,Fri,ARI,NL,34,PHI,NL,37,3,4,51,N,,,,PHI13,21383,185,000000300,00000130x
5/15/15,0,Fri,WAS,NL,37,SDN,NL,37,10,0,54,N,,,,SAN02,26166,163,403101100,000000000
5/15/15,0,Fri,DET,AL,36,SLN,NL,35,10,4,54,N,,,,STL10,45601,206,010010314,000000220
5/16/15,0,Sat,ANA,AL,36,BAL,AL,34,6,1,54,N,,,,BAL12,29102,148,000000213,000100000
5/16/15,0,Sat,TOR,AL,38,HOU,AL,37,5,6,51,N,,,,HOU03,27102,188,300000002,00200400x
5/16/15,0,Sat,NYA,AL,38,KCA,AL,37,5,1,54,N,,,,KAN06,31871,172,001030001,001000000
5/16/15,0,Sat,TBA,AL,38,MIN,AL,37,4,6,51,D,,,,MIN04,27128,183,000100201,03000021x
5/16/15,0,Sat,CHA,AL,33,OAK,AL,38,4,3,54,N,,,,OAK01,28445,186,002000200,200000010
5/16/15,0,Sat,BOS,AL,37,SEA,AL,36,4,2,54,N,,,,SEA03,45055,168,011002000,100010000
5/16/15,0,Sat,CLE,AL,35,TEX,AL,37,10,8,54,N,,,,ARL02,31045,217,311100103,211030010
5/16/15,0,Sat,PIT,NL,37,CHN,NL,36,1,4,51,D,,,,CHI11,38883,185,001000000,10100020x
